thesaker.is,unknown,,,
theseattletribune.com,satire,,,
theshovel.com.au,satire,,,
theskunk.org,satire,,,
thesleuthjournal.com,unknown,,,
thespoof.com,satire,,,
thestatelyharold.com,satire,,,
thetimesoftheworld.com,satire,,,
thetrumpmedia.com,fake,,,
thetruthaboutcancer.com,junksci,,,
thetruthdivision.com,fake,bias,,
thetruthseeker.co.uk,fake,conspiracy,junksci,
TheTruthWins.com,junksci,conspiracy,clickbait,
theunrealtimes.com,satire,,,
theusa-news.com,fake,,,
theuspatriot.com,satire,fake,,
thevalleyreport.com,satire,,,
TheVictoryReport.org,unknown,,,
thewashingtonpress.com,fake,,,
thewatchtowers.com,bias,conspiracy,clickbait,
TheWealthWatchman.com,unknown,,,
theworldstyle.com,unknown,,,
thinkprogress.org,political,,,
thirdworldtraveler.com,unknown,,,
thisismynewworld.com,unknown,,,
threepercenternation.com,fake,conspiracy,bias,
thrivemovement.com,unknown,,,
times.com.mx,fake,,,
tmzworldnews.com,fake,,,
TomWoods.com,political,unreliable,,
topekasnews.com,satire,,,
topinfopost.com,clickbait,unreliable,conspiracy,
topnewspolitics.com,unknown,,,
topratedviral.com,unknown,,,
toprightnews.com,unknown,,,
totalworldnews.com,unknown,,,
traderdan.com,unknown,,,
tradewithdave.com,unknown,,,
TragedyandHope.com,unknown,,,
trendingnewsguide.com,unknown,,,
trendingnewstoday.net,unknown,,,
tribuneherald.net,unknown,,,
tribunist.com,unknown,,,
TrueActivist.com,clickbait,unreliable,,
trueamericans.me,fake,,,
trueeconomics.blogspot.com,unknown,,,
truepundit.com,bias,clickbait,,
truetrumpers.com,fake,,,
trumpvision365.com,fake,,,
trunews.com,unknown,,,
truthandaction.org,bias,conspiracy,clickbait,
truthbroadcastnetwork.com,conspiracy,clickbait,,
truthfeed.com,hate,bias,conspiracy,
truthfrequencyradio.com,conspiracy, ,,
truthingold.com,unknown,,,
TruthInMedia.com,unknown,,,
truthkings.com,bias,conspiracy,junksci,
truthnetwork.com,unknown,,,
truthrevolt.org,bias,hate,,
TruthStreamMedia.com,unknown,,,
tunerspeed.com,unknown,,,
turnerradionetwork.com,unknown,,,
twitchy.com,clickbait,rumor,,
tyronetribulations.com,unknown,,,
ufoholic.com,conspiracy,,,
unclesamsmisguidedchildren.com,bias,,,
unconfirmedsources.com,satire,,,
undergroundhealth.com,unknown,,,
undergroundnewsreport.com,fake,,,
undergroundworldnews.com,fake,conspiracy,bias,
unionleader.com,unknown,,,
unitedmediapublishing.com,fake,,,
universepolitics.com,fake,,,
unz.com,bias,,,
us.blastingnews.com,satire,unreliable,,
usa-radio.com,fake,,,
usa-television.com,fake,,,
usa2016elections.com,fake,,,
usadailyinfo.com,fake,,,
usadailypolitics.com,fake,,,
usadailytime.com,fake,,,
usadosenews.com,fake,,,
usafirstinformation.com,fake,,,
usahitman.com,fake,conspiracy,,
usainfobox.com,fake,,,
usamagazinestudio.com,fake,,,
usanewsflash.com,fake,bias,clickbait,
usanewsinsider.com,fake,bias,clickbait,
usanewspolitics.com,fake,,,
usanewstoday.com,fake,,,
usaonlinepolitics.com,fake,clickbait,,
usaphase.com,fake,bias,,
usapolitics24hrs.com,fake,,,
usapoliticsdaily.com,unknown,,,
usapoliticsnow.com,fake,bias,,
usapoliticstoday.com,bias,unreliable,,
usapoliticszone.com,fake,,,
usapoliticus.com,unknown,,,
usascan.com,unknown,,,
usasnich.com,fake,,,
usasupreme.com,fake, ,,
usatoday.com.co,fake,,,N
usatodaynews.me,fake,,,
usatwentyfour.com,fake,,,
USAWatchdog.com,bias,,,
uschronicle.com,bias,conspiracy,hate,
usconservativetoday.com,fake,,,
usdefensewatch.com,unreliable,,,
usfanzone.com,fake,bias,,
ushealthyadvisor.com,fake,conspiracy,junksci,
ushealthylife.com,fake,,,
usherald.com,bias,conspiracy,fake,
usinfonews.com,fake,,,
uslifetoday.com,clickbait,,,
uspoliticslive.com,fake,bias,conspiracy,
uspoln.com,fake,,,
uspostman.com,fake,,,
usuncut.com,clickbait,bias,unreliable,
usviewer.com,unreliable,fake, ,
vdare.com,bias,hate,,
veteransnewsnow.com,unreliable,political,,
veteranstoday.com,bias,unreliable,,
vigilantcitizen.com,fake,conspiracy,,
viralactions.com,fake,,,
viralliberty.com,fake,bias,clickbait,
viraltube.nl,clickbait,,,
voxtribune.com,fake,,,
wakeupthesheep.com,conspiracy,,,
wakingtimes.com,junksci,,,
wakingupwisconsin.com,conspiracy, ,,
WallStreetOnParade.com,unreliable,,,
washingtonexaminer.com,political,unreliable, ,
washingtonfed.com,fake,,,
washingtonpost.com.co,fake,,,
washingtonsblog.com,bias,conspiracy,satire,
waterfordwhispersnews.com,satire,,,
wealthcycles.com,unknown,,,
wealthwire.com,unknown,,,
wearechange.org,bias,conspiracy,,
weaselzippers.us,unreliable,bias,,
webdaily.com,fake,conspiracy,bias,
weeklystandard.com,political,bias,,
weeklyworldnews.com,fake,rumor,clickbait,
weshapelife.org,conspiracy,junksci,,
westernjournalism.com,bias,clickbait,,
whatdoesitmean.com,conspiracy,,,
whatreallyhappened.com,conspiracy,rumor,,
whitepower.com,hate,conspiracy,bias,
whowhatwhy.com,unreliable,,,
whowhatwhy.org,conspiracy,,,
whydontyoutrythis.com,junksci,rumor,,
wideawakeamerica.com,unknown,,,N
WideAwakeNews.com,unknown,,,N
wikileaks.com,unreliable, , ,
wikileaks.org,unreliable, ,,
wikispooks.com,conspiracy,,,
WilliamBanzai7.blogspot.com,satire,,,
Willyloman.wordpress.com,conspiracy,,,
winkprogress.com,satire,,,
winningdemocrats.com,bias,unreliable, ,
witscience.org,satire,,,
wnd.com,bias,clickbait,unreliable,
WolfStreet.com,unreliable,,,
wonkie.com,satire,,,
world24monitor.com,unknown,,,
worldcallyoutoday.com,unknown,,,
worlddaily.info,unknown,,,
worldnewsdailyreport.com,satire,,,
worldnewspolitics.com,bias,,,
worldpoliticsnow.com,fake,,,
worldpoliticsus.com,fake,,,
worldrumor.com,fake,,,
worldstoriestoday.com,fake,,,
worldtruth.tv,conspiracy,junksci,,
worldwidehealthy.com,junksci,clickbait,,
wtoe5news.com,fake,satire,,
wundergroundmusic.com,satire,,,
www.rt.com,state,,,
X22Report.com,conspiracy,,,
yellowhammernews.com,political,,,
yesimright.com,fake,bias,,
Youngcons.com,bias,unreliable,,
yourfunpage.com,fake,,,
yournationnews.com,clickbait,,,
YourNewsline.wordpress.com,unknown,,,
yournewswire.com,clickbait,junksci,,
zaytung.com,unknown,,,
Zengardner.com,unknown,,,
zerohedge.com,conspiracy,,,
zootfeed.com,conspiracy,,,
